C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_184.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_184.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_184.jpg,0,0,0,2.673186E-05
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_251.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_251.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_251.jpg,0,0,0,6.846558E-05
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_327.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_327.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_327.jpg,0,0,0,7.19888E-05
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_419.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_419.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_419.jpg,0,0,0,0.0001010297
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_493.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_493.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_493.jpg,0,0,0,0.0001184282
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_567.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_567.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_567.jpg,0,0,0,0.0001416155
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_651.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_651.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_651.jpg,0,0,0,0.0001951443
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_734.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_734.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_734.jpg,0,0,0,0.0002837289
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_820.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_820.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_820.jpg,0,0,0,2.294582E-05
C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\center_2023_05_15_04_35_52_889.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\left_2023_05_15_04_35_52_889.jpg,C:\Users\HP PAVILION\Documents\beta_simulator_windows\IMG\right_2023_05_15_04_35_52_889.jpg,0,0,0,4.586223E-05
